LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,default.payment.next.month
380000,2,1,1,35,-1,-1,-1,-1,-1,472,14985,10472,39993,25356,14985,10472,39993,25356,39772,0
440000,2,2,1,33,0,0,0,2,0,411970,420142,443407,431200,440000,15003,30000,0,9000,788,0
280000,2,1,2,33,2,0,0,0,0,3192,4962,7860,10708,13516,2000,3000,3000,3000,3000,0
130000,2,2,1,35,0,0,0,0,0,63281,56889,60955,62038,62393,10000,5000,2142,5000,4000,0
250000,2,2,1,31,1,-2,-2,-1,-1,0,0,0,1000,0,0,0,1000,0,1013,0
360000,2,2,1,39,1,-1,-1,-1,-1,0,791,173,1640,287,791,173,1640,287,2426,0
470000,2,2,2,36,-1,-1,-1,-1,0,9,89,0,157,157,1960,0,157,0,205430,0
330000,2,2,1,29,0,0,0,0,0,132702,135972,137289,141844,143470,6972,4989,6844,5470,5596,0
240000,2,2,1,42,-1,-1,-1,-1,-1,1986,1323,329,9228,7776,1323,329,9228,7776,7500,0
360000,2,1,1,48,-1,-1,-2,-1,-1,485,-15,-15,12588,1243,0,0,12603,1250,0,0
80000,2,3,2,40,2,2,0,0,0,81428,78041,75945,61740,29089,4,3716,2000,1000,1000,1
280000,2,1,2,29,0,0,0,0,0,15801,9982,9909,10420,10142,1200,1200,1200,1000,350,0
60000,2,1,1,38,1,-1,3,2,-1,0,780,780,390,390,780,0,0,390,390,0
220000,2,1,1,44,2,2,0,0,0,34510,33661,34913,36334,38729,0,2100,2000,3000,1100,1
140000,2,2,1,45,0,0,0,0,2,53951,55444,57549,60971,61374,3000,3000,5000,2000,3000,0
230000,2,1,2,29,0,0,-1,-1,0,23586,6633,2525,146959,150080,5576,2525,146959,4452,4586,0
360000,2,1,1,30,1,-1,-1,-1,-1,-6,1191,23812,3155,-140,1197,23931,3171,0,28134,0
390000,2,1,2,30,0,0,0,0,0,152535,153477,148629,141571,126583,5153,10000,10000,5010,50000,0
280000,2,2,1,32,0,0,0,0,0,11561,12662,13752,14815,15168,1300,1300,1300,600,600,0
310000,2,3,2,32,0,0,0,0,0,41623,42465,32003,33885,29125,3021,7000,5040,1000,7000,0
5.00E+05,2,2,1,33,0,0,0,0,0,264479,275025,285034,290002,295756,15000,14500,10370,11000,11000,0
230000,2,2,2,39,0,0,0,0,0,72288,69680,66081,64495,60511,2429,2579,2100,2000,2000,0
30000,2,3,1,41,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
120000,2,5,1,41,-2,-2,-2,-2,-2,0,77,-1460,-1460,-1460,77,1460,0,0,0,0
2.00E+05,2,2,2,43,-2,-2,-2,-2,-2,10000,10000,10000,10301,10000,10000,10000,10301,10000,10000,0
390000,2,1,2,30,0,0,0,0,0,60819,61300,59328,57852,55903,5000,2506,3000,2500,2000,0
2.00E+05,2,1,2,30,0,0,0,0,0,59891,60537,61592,59786,58172,3000,2800,3000,2100,2070,0
6.00E+05,2,2,1,38,1,2,0,0,0,485861,462675,464983,416550,416545,33,15287,14069,15013,15003,0
20000,2,3,1,45,2,2,3,2,2,21646,24390,23719,23936,23253,3400,0,900,0,3000,1
140000,2,2,1,48,0,0,0,0,0,41241,42548,44552,46503,48418,1996,3000,3000,3000,1790,0
90000,2,2,1,34,-1,2,-1,-1,-2,336,168,432,0,0,0,432,0,0,0,1
20000,2,3,1,44,0,0,0,0,0,5636,6737,7832,8624,8800,1200,1208,1000,176,500,0
30000,2,6,1,45,0,0,0,0,0,26958,26716,26679,22972,20152,4000,5022,1232,820,286,0
250000,2,1,2,35,0,0,0,0,0,154878,152677,134445,136219,117625,5200,5200,10000,4014,4057,0
350000,2,2,2,33,0,0,0,0,0,187649,141353,142923,145149,132948,5100,5400,6100,6000,3200,0
150000,2,2,1,49,-1,-1,0,-1,-1,4016,5115,3425,1334,2117,5119,1002,1336,2119,1098,0
3.00E+05,2,2,2,42,0,0,0,0,0,113308,109901,108659,110781,107833,5400,5800,6000,7000,5000,0
50000,2,3,1,53,0,0,0,0,0,46778,47770,49009,50593,20218,1770,2009,2593,1000,752,1
390000,2,3,1,58,-2,-2,-2,-2,-2,1186,15523,0,609,0,15657,0,609,0,0,0
120000,2,3,2,53,-1,2,-1,-1,0,1743,316,316,632,316,0,316,632,0,316,0
140000,2,3,2,53,0,0,0,0,0,142270,144418,143728,125158,93998,5357,5829,6240,3500,3500,0
80000,2,3,1,51,0,0,0,0,0,80904,64144,54029,51497,28250,2500,2200,1817,1200,1200,0
50000,2,3,1,55,0,0,0,0,0,23593,24787,9145,12423,41956,1831,1189,3467,30000,4000,0
140000,2,2,2,49,-2,-2,-2,-2,-2,1282,367,0,3794,0,367,0,3794,0,865,1
330000,2,2,1,50,-2,-2,-2,-2,-2,5600,0,98,0,0,0,98,0,0,318,0
280000,2,2,1,49,2,2,2,0,0,28788,31315,30529,33562,34557,3315,0,3562,1557,1600,0
470000,2,2,1,49,0,-1,-1,-1,-1,3388,1359,7650,6682,1942,1359,7650,6682,1942,0,1
1.00E+05,2,5,1,54,0,0,0,0,0,95980,99056,100415,102666,63913,4057,3232,3275,2290,2365,0
160000,2,3,1,53,0,0,0,0,0,123760,124218,124438,112113,96459,6018,5810,4591,3524,3542,0
320000,2,3,1,51,-1,-1,-1,-1,-1,8391,2855,1021,953,868,2869,1026,957,868,4,0
130000,2,3,1,49,0,0,-2,-2,-2,132571,-829,-829,-829,-829,0,0,0,0,0,0
50000,2,3,1,53,2,2,2,2,0,41174,42196,43327,42335,43326,2000,2100,0,2000,3800,0
540000,2,2,1,50,0,0,0,0,0,66637,66665,66513,67149,66880,3100,3070,3100,2320,2796,0
50000,2,5,2,48,0,0,0,0,0,47937,33816,60320,36249,780,2000,2000,3293,0,0,0
140000,2,2,1,48,0,0,0,0,0,248822,246595,249664,253418,258909,10000,10200,9000,9000,10000,0
50000,2,2,1,53,0,0,0,0,0,28509,29230,30356,31342,32644,1500,1600,1498,2627,1400,0
360000,2,2,1,69,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
420000,2,1,1,45,1,-1,-1,-1,-1,0,23621,29042,35000,292962,23621,29052,35000,292962,0,0
360000,2,1,1,51,-2,-2,-2,-2,-2,1495,1117,7062,-3,1178,1120,7065,0,1181,0,0
110000,2,3,1,63,-1,-1,-1,-1,-1,390,390,390,390,780,390,390,390,780,0,1
170000,2,1,1,52,-2,-1,0,0,-1,416,2939,5447,416,7509,2939,3000,5,7509,6387,0
350000,2,1,3,53,1,-2,-2,-2,-2,36138,7613,5875,4020,33127,7619,5875,4020,33127,6877,0
240000,2,2,1,56,2,0,0,0,0,133954,138785,141894,143270,201082,8500,6500,5000,60000,17464,0
240000,2,2,2,51,-2,-2,-2,-2,-2,489,4006,696,696,696,4006,696,696,696,696,0
80000,2,2,1,57,1,-1,-1,-2,-2,0,2412,0,0,0,2412,0,0,0,1650,0
60000,2,3,1,59,-1,-1,-1,-1,-1,694,694,694,694,694,694,694,694,694,28948,0
220000,2,2,1,53,2,0,0,0,0,220389,223682,223193,215040,210884,8490,8100,8000,7804,8254,1
5.00E+05,2,1,2,54,0,0,0,0,0,260356,253580,239479,200081,185130,18609,9800,6610,6000,6000,0
20000,1,2,2,24,0,0,2,0,0,15886,16337,16470,10195,11195,2500,800,1500,1000,800,0
360000,1,2,1,27,3,2,2,0,0,245135,244583,156843,63861,64437,8000,0,2700,3000,1000,1
3.00E+05,2,2,1,53,0,0,0,0,0,5551,6564,7954,8690,0,1110,1500,1000,0,1420,0
60000,1,2,2,38,0,0,0,0,-2,57775,51280,16299,-41,-41,2000,1043,0,0,0,1
360000,1,2,1,30,3,2,2,2,2,2500,2500,2500,2500,2500,0,0,0,0,0,1
50000,1,2,2,23,0,0,0,0,0,42284,31512,26097,27148,54991,1800,1600,1500,1000,2400,0
130000,1,2,1,24,0,0,2,0,0,46113,49520,47627,47262,46226,5000,0,1925,0,0,0
50000,1,1,1,24,0,0,0,0,0,47734,47025,48102,48612,49465,1763,1840,1751,1717,1773,0
150000,1,2,2,28,0,0,0,0,0,134218,118580,95916,82867,58995,4465,10629,3500,1833,1886,0
30000,1,1,2,24,0,0,0,0,0,28327,27406,28400,28115,28826,1464,1458,1443,1154,1008,0
350000,1,1,2,29,0,0,0,0,0,27916,24973,22752,21010,4470,2001,2010,1082,10506,7034,0
50000,1,2,2,25,0,0,-1,-1,0,48517,37071,5181,8548,50678,5204,5196,8557,48011,2040,0
20000,1,2,2,23,0,0,0,2,0,13284,13987,15958,16168,16268,1229,2200,900,500,332,0
20000,1,2,2,23,1,-2,-2,-2,-1,0,0,0,0,17330,0,0,0,17330,738,0
180000,1,1,2,26,-2,-2,-2,-2,-2,-106,-200,-200,-200,0,0,0,0,200,4709,0
50000,1,3,2,26,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
150000,1,2,2,26,1,2,0,0,0,156387,148656,150963,152607,103113,0,6000,10000,4000,4000,1
120000,1,1,2,27,0,0,0,0,0,117324,91457,94478,74807,76952,3500,5390,3200,3500,3000,0
20000,1,2,2,27,0,0,-1,-1,0,7320,7761,631,4481,6481,2000,631,4481,2000,300,1
60000,1,2,2,24,-1,-1,-1,0,0,836,836,6842,4603,3884,836,6842,1000,117,760,0
80000,1,3,2,28,1,2,2,0,0,38151,39227,38318,42614,86966,2000,0,5000,1500,1500,1
50000,1,3,2,30,0,0,0,0,-2,49631,49641,50355,0,0,3000,2000,0,0,0,0
50000,1,1,2,25,0,0,2,2,2,44477,45425,48559,49065,48057,2000,3134,1640,0,1968,0
30000,1,2,2,22,0,0,0,0,0,30465,27943,14588,30158,29562,1630,2231,16310,1051,1103,0
20000,1,2,2,26,0,0,2,2,0,15481,18004,19121,18521,18615,3100,1700,0,700,700,1
50000,1,2,2,27,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
150000,1,1,2,25,0,0,0,0,0,51568,52952,95134,31578,26089,3000,60086,2000,2000,5000,0
50000,1,2,1,26,1,-2,-2,-1,-1,0,0,0,2056,973,0,0,2056,973,973,0
5.00E+05,1,1,2,28,0,0,0,0,0,59646,49412,48060,51132,49348,43018,3030,10022,3064,3022,0
120000,1,1,2,27,0,0,2,0,0,75896,77931,79384,81367,82321,3900,3300,3900,3200,3500,0
260000,1,1,2,27,0,0,0,0,0,256324,250666,245741,240132,234520,10000,9000,10340,11500,8042,0
20000,1,2,2,23,2,2,2,0,0,7130,9455,9159,10000,0,2455,0,1000,0,0,1
20000,1,2,2,24,1,2,0,0,0,20036,19322,17619,10688,11346,0,2000,4000,2033,0,0
2.00E+05,1,1,2,29,-2,-2,-2,-2,-2,33188,10293,55615,37643,47437,11958,73912,37858,47675,38834,0
80000,1,3,1,31,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
160000,1,2,2,28,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
2.00E+05,1,1,2,28,-1,2,2,-2,-2,2006,1823,-2,-2,-90,0,27,88,0,0,0
90000,1,2,2,29,0,0,0,0,0,85769,87877,89766,63793,24265,3535,3703,2085,1026,2000,0
20000,1,3,2,41,1,2,-1,-1,-1,9913,3261,1491,390,390,50,1491,2500,390,390,0
120000,1,2,2,36,-1,-1,-1,-1,-1,396,396,396,392,396,396,396,392,400,396,0
490000,1,1,2,35,0,0,0,0,0,156021,155635,156094,159376,158235,8030,9071,18944,10000,8030,0
290000,1,2,1,38,-1,-1,-1,-1,-1,3137,7999,2948,-6097,11037,8042,2980,2777,17941,10002,0
160000,1,3,2,30,0,0,0,0,-2,275241,280903,272419,0,0,8365,9368,0,0,0,0
220000,1,1,2,30,2,0,0,0,0,84630,87604,89687,90889,91892,5000,5000,4200,4000,4000,0
290000,1,2,1,38,0,0,0,0,0,116625,118801,99370,84836,82168,5000,3530,3019,2818,3000,0
360000,1,1,1,37,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
120000,1,2,2,40,2,2,2,2,2,58908,53306,50104,43957,43401,1000,3000,0,5000,0,1
360000,1,1,2,30,0,0,0,0,0,194001,197032,183154,143367,135751,8000,10000,5500,5000,5100,0
80000,1,3,1,33,-1,-1,-1,-1,-1,390,390,390,1936,390,390,390,1936,390,390,1
420000,1,2,1,37,-1,-1,0,0,0,3823,149793,56611,77406,79316,150298,10617,25000,3034,3012,0
360000,1,1,1,39,0,0,-2,-2,-2,12768,0,0,0,0,0,0,0,0,0,0
230000,1,2,1,45,0,0,0,0,0,41414,42420,44234,45684,46653,2000,2500,2500,2000,2000,0
50000,1,3,1,46,1,2,2,2,-2,51814,53077,51400,0,0,2400,0,0,0,0,1
60000,1,2,1,48,0,0,0,0,0,60924,60089,59828,58217,18527,2400,2800,2000,1110,40621,0
2.00E+05,1,2,2,30,0,0,0,0,0,179273,182624,188541,179380,41060,6657,10000,8000,2000,2000,0
480000,1,2,1,30,-1,-1,-1,-1,-1,1309,662,645,32636,27552,668,645,32641,27552,1428,0
360000,1,3,1,32,-2,-2,-2,-2,-2,33597,-1,-1,-1,-1,0,0,0,0,0,0
1.00E+05,1,1,1,33,2,2,0,0,0,94257,78728,65747,67046,69938,0,3100,3000,4000,6000,1
150000,1,1,1,37,-2,-2,-2,-2,-2,22109,10876,10268,5872,3068,10943,10273,5978,3068,2181,1
20000,1,3,1,39,0,0,-1,0,0,19831,1391,19037,19939,15110,1300,20398,1300,694,0,0
5.00E+05,1,1,1,45,-1,-1,-2,-2,-2,2900,0,0,0,0,0,0,0,0,0,0
180000,1,1,1,36,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
230000,1,2,1,29,0,0,0,0,0,50845,48170,46987,45669,44510,1768,1769,1635,1660,1544,0
180000,1,2,2,43,-1,-1,-2,-2,-2,5904,5715,2378,10396,2527,5739,2385,10427,2534,2179,0
60000,1,2,2,29,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
2.00E+05,1,1,1,42,1,-1,-1,-1,-1,0,581,581,581,581,581,581,581,581,581,1
30000,1,3,1,28,-1,0,0,0,2,38390,20830,56262,59113,58016,4200,36444,4360,4,2204,0
20000,1,1,1,31,0,0,0,2,-1,4596,5675,8231,2717,4733,1161,2717,0,4733,1099,1
110000,1,1,1,41,0,0,0,0,0,80959,80733,80984,80706,80580,3486,2958,2803,2940,2821,0
80000,1,3,1,41,0,0,0,0,0,90894,93167,81146,80674,63110,4000,3200,2606,2431,1779,1
160000,1,2,1,35,0,0,0,-2,-2,160303,164150,0,0,0,8000,0,0,0,0,0
20000,1,2,2,35,0,0,0,0,0,19600,19694,19945,20051,19472,1312,1363,1249,1000,2000,1
30000,1,3,2,30,1,2,2,2,2,4318,5096,6353,7092,7972,1000,1500,1000,1000,0,0
30000,1,2,1,48,0,0,0,-1,-1,29428,19950,24514,4083,6234,1402,10096,4083,6255,0,0
150000,1,2,1,34,1,2,2,2,2,52692,54229,55768,56266,54764,3000,3000,2000,0,5000,1
280000,1,2,1,31,0,0,0,0,0,235937,178376,183488,188165,99133,7000,8000,8000,5000,4003,0
50000,1,2,2,33,1,2,0,0,0,51210,47140,48478,48173,21134,0,3518,3000,2352,2000,0
50000,1,2,1,28,2,2,2,0,0,47237,50632,49546,49448,19887,4500,0,1713,1003,699,1
280000,1,1,1,34,1,-1,-1,2,-1,-2159,5777,7936,2932,6493,7936,2980,29,6493,4867,0
2.00E+05,1,2,1,41,0,0,2,0,0,92272,69963,67223,69167,69289,6582,0,2943,2301,2374,0
210000,1,3,1,47,-2,-2,-2,-2,-2,6460,3623,10325,8751,11920,3623,10362,8751,11920,8967,1
360000,1,3,1,27,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
50000,1,3,1,29,1,2,2,2,0,47479,46415,50351,49038,28661,0,4690,0,1000,2159,0
90000,1,2,2,33,0,0,0,0,0,60881,65215,66748,70101,80611,5000,2200,4035,12200,10000,0
270000,1,2,1,35,0,0,0,0,0,48465,45898,46765,55438,54285,1737,2000,10000,1461,1492,0
50000,1,3,1,44,-1,-1,-1,-1,-1,1261,1261,0,1261,1261,1261,0,2522,1261,1261,0
80000,1,2,2,43,0,0,0,-2,-2,70479,71900,0,0,0,3300,0,0,0,0,0
160000,1,3,1,38,0,0,0,0,0,25003,23621,24994,15778,9333,2000,5060,5000,1500,0,0
2.00E+05,1,2,1,36,-1,-1,-1,-1,-1,75,3707,697,0,2769,3707,697,0,2769,1438,0
30000,1,2,1,37,2,2,2,2,2,19177,20054,20930,21291,20651,1500,1500,1000,0,1801,1
260000,1,2,2,32,0,0,0,0,0,170276,164617,150188,138975,134225,6200,6000,6000,5006,5006,1
520000,1,2,1,34,-1,-1,-1,-1,-1,10000,10000,10000,10317,10000,10000,10000,10317,10000,126247,0
140000,1,3,1,37,-1,-1,-1,-1,-1,13806,1003,1170,1003,1003,1003,1170,1003,1003,1003,1
20000,1,2,2,34,0,0,0,0,0,18351,17706,18831,18334,17280,1304,1429,1608,346,312,1
50000,1,3,1,41,2,2,2,2,-2,20186,15773,13555,0,0,2700,103,0,0,0,1
50000,1,2,2,31,0,0,0,-1,0,8673,10957,17187,6377,6370,5011,10000,10000,6000,0,0
170000,1,3,1,42,0,0,0,0,0,191865,186841,183151,170838,80934,7080,8271,5159,2700,2619,0
180000,1,2,2,32,0,0,0,0,-1,45469,39368,9652,10775,1943,5000,2000,3000,1943,13000,0
360000,1,2,1,35,-2,-2,-1,2,2,0,0,1300,300,0,0,1300,0,0,598,0
220000,1,2,1,39,1,2,0,0,0,4949,4724,6478,7412,7886,0,2000,1200,600,600,0
5.00E+05,1,1,1,48,0,0,0,0,0,107595,109605,113409,114191,117285,5000,5571,4152,5000,5000,0
80000,1,2,2,36,0,0,2,2,0,79673,79353,80107,78323,45985,7100,2600,371,1904,1801,0
150000,1,2,1,40,0,0,0,0,0,154432,106396,105332,82191,77262,4000,7041,3000,3116,2500,0
140000,1,3,1,47,-1,-1,-1,2,0,292,396,792,884,488,500,792,488,0,1000,1
190000,1,2,2,39,0,0,0,0,0,146224,149289,152886,156273,159800,5500,6000,6000,6000,6000,0
2.00E+05,1,1,2,32,0,0,0,0,0,270160,275565,282023,286199,265201,11000,12003,11010,15000,10004,0
260000,1,1,2,33,0,0,0,0,0,93767,80944,67691,53334,76056,3014,3017,2016,43000,2000,0
210000,1,1,2,30,0,0,0,0,0,137825,140883,145675,149399,150796,5346,7056,7656,5885,3345,0
240000,1,2,1,38,2,2,-1,-1,0,7123,6848,836,2508,1672,836,836,2508,0,0,1
140000,1,1,1,39,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1
2.00E+05,1,1,1,34,-2,-2,-2,-2,-2,7468,5023,618,605,3098,5048,621,608,3114,1003,0
2.00E+05,1,2,2,35,0,0,0,0,0,27784,33877,35420,26609,25392,10000,10000,2000,5000,5000,0
5.00E+05,1,1,2,41,-1,-1,-2,-2,-2,1296,0,0,0,0,0,0,0,0,2300,0
50000,1,2,1,39,2,2,2,2,2,31476,30676,33261,32427,34579,0,3400,0,2700,1600,1
130000,1,2,2,38,1,-2,-2,-2,-1,-470,-470,-470,-470,47296,0,0,0,47766,0,0
230000,1,2,2,31,0,0,0,0,0,100074,107085,115039,117144,117429,9000,10000,6000,3405,3000,0
260000,1,1,2,34,-2,-2,-1,-1,-2,916,2615,1580,920,730,2615,1586,920,730,466,0
260000,1,2,1,46,0,0,0,0,0,57963,262696,247462,252073,195628,247562,9000,8300,6576,7000,0
160000,1,2,2,30,-2,-2,-2,-2,-2,750,370,-20,780,0,400,0,800,0,1470,0
250000,1,2,1,40,1,2,0,0,0,65087,62216,39814,34374,34768,0,2000,1871,1265,4643,1
180000,1,1,2,30,1,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0
20000,1,1,1,32,2,0,0,0,0,12720,13451,14786,15532,16767,1250,1554,1300,1500,750,1
270000,1,1,1,37,2,0,0,0,0,160069,156346,159223,165480,76144,6000,7000,9000,5000,3000,1
280000,1,1,1,47,-1,-1,-1,-1,-1,3587,3187,3190,1982,3590,3200,3203,1992,3608,3600,0
30000,1,2,2,30,0,0,0,0,0,7038,8052,10153,9761,9960,1291,2392,1000,199,80,0
450000,1,2,2,36,-2,-2,-2,-2,-2,8012,4009,5226,4715,3275,4021,5241,4729,3284,6441,1
360000,1,1,1,33,0,0,0,0,0,21936,35331,30580,34985,39585,14000,5000,5000,5000,10150,0
20000,1,2,2,36,2,2,2,0,0,18458,17334,16768,17539,18775,1450,0,1134,1370,1000,0
2.00E+05,1,3,2,40,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,1
5.00E+05,1,1,1,46,0,0,0,0,0,16347,20496,14509,16910,10854,17029,8014,14030,7012,16016,0
2.00E+05,1,1,1,42,-2,-2,-2,-2,-2,-6028,10177,10229,7899,4553,20405,10426,8008,4575,4273,0
450000,1,3,1,39,0,0,0,-1,-1,28499,13119,9983,4904,45338,1214,3109,4904,45338,7570,0
20000,1,2,2,37,2,2,2,-1,0,3254,2522,0,780,390,2000,0,780,0,390,1
5.00E+05,1,1,1,42,0,-1,-1,0,0,9894,1500,14148,28190,7423,1500,14148,20000,0,0,0
260000,1,1,2,31,0,0,0,0,0,102350,96133,90183,89846,101034,4033,4000,4005,14066,3017,0
60000,1,1,1,38,2,2,2,0,0,46389,49808,48736,49525,57564,4200,0,1900,8900,0,1
10000,1,2,1,37,0,0,0,-1,-1,8487,9003,0,390,4555,2008,0,390,4555,1000,0
240000,1,2,1,34,0,0,0,0,0,133272,133373,138006,136195,140860,6000,9583,6000,10000,4974,0
480000,1,1,1,43,0,0,0,0,0,377420,389573,400693,393892,348733,20000,20000,20005,15000,15000,0
520000,1,1,1,38,0,0,0,0,0,98615,102085,102762,104865,106947,5102,3800,3803,3822,4277,0
20000,1,2,1,42,2,0,0,0,0,20745,21431,19745,19943,19235,1373,1386,1189,570,589,1
180000,1,1,2,33,0,0,0,2,0,3060,1854,3238,2106,1510,1000,2500,0,1000,500,0
290000,1,2,1,43,-1,-1,2,0,0,172,1930,1752,3710,3848,1930,0,2000,200,500,0
50000,1,3,2,40,0,0,0,0,0,43530,43344,46616,48872,19981,2000,4000,4500,2000,1000,1
5.00E+05,1,1,2,39,0,0,0,0,0,297309,290425,286959,278420,291642,10322,13500,10000,30000,12000,0
1.00E+05,1,2,2,40,0,0,0,0,0,95600,87442,60737,66077,68990,15037,5003,8058,8000,3000,0
3.00E+05,1,1,1,39,-1,-1,-1,-1,-1,20938,21064,26041,18158,18147,21169,26171,18249,18238,45301,0
130000,1,1,1,40,2,2,2,2,2,62177,60580,65489,66327,64665,0,5900,2500,0,5300,0
5.00E+05,1,1,1,50,-1,-1,-1,-1,0,2112,6000,2079,2710,2040,6031,2509,2713,2010,0,0
220000,1,2,1,55,-1,-1,-1,-1,-1,757,757,3257,757,757,757,3257,757,757,757,0
260000,1,3,1,63,0,0,0,0,0,261326,264126,244115,248831,263528,9166,9001,9061,19155,1,0
50000,1,2,1,51,0,0,0,0,0,40197,41240,37093,32925,26640,2044,2000,1547,2388,944,1
110000,1,2,2,55,0,0,0,0,2,51716,113395,111693,115073,111811,65668,4267,9455,0,3991,1
350000,1,1,1,49,-2,-2,-2,-2,-2,27506,4213,1518,4625,363,4213,1529,4713,363,858,0
180000,1,2,1,48,-1,-1,-1,-1,-1,1294,1294,1466,1294,2324,1294,1466,1294,2324,264,0
120000,1,3,2,50,0,0,0,2,0,118506,118930,125089,122242,119996,4500,9000,1609,5000,5000,0
460000,1,2,1,51,-1,-1,-1,-1,0,326,827,289,44517,36065,831,290,44558,101,6621,1
250000,1,2,1,52,2,2,2,2,0,29860,29086,33288,32459,34600,0,5000,0,3000,2500,1
50000,1,2,1,58,-1,0,0,0,0,60524,61627,56937,51506,45058,2200,2297,1751,1086,3307,0
350000,1,1,1,56,0,0,0,0,0,257463,256706,257944,149040,144639,10023,7700,5162,5025,5041,0
20000,1,3,1,52,0,0,3,2,0,16049,19967,19368,18759,19131,4519,0,0,683,709,1
290000,1,2,1,49,-2,-2,-2,-2,-2,4040,5438,3116,13459,2685,5457,3131,13526,2698,2544,0
5.00E+05,1,1,1,50,2,2,2,2,2,70144,74850,76463,77611,78735,6500,3400,3000,3000,3100,1
240000,1,1,2,57,0,0,0,0,0,224041,238077,245387,248945,224776,18800,12000,10000,20019,3000,0
50000,1,2,2,52,0,0,0,-1,0,45840,47595,28491,3642,12291,8000,8080,15012,10000,8000,0
180000,1,1,1,50,0,0,0,0,0,62782,66114,69436,72560,76169,5000,5000,5000,5000,3000,0
5.00E+05,1,3,1,52,-1,-1,-1,-1,-1,30561,38207,18008,29158,11484,38219,18008,29248,11484,103340,0
110000,1,2,2,51,0,0,0,0,0,110950,69564,51264,51584,49601,2500,2500,1800,1800,2000,0
5.00E+05,1,2,1,53,-2,-2,-2,-1,-1,-12,1270,4338,1080,2576,1282,4338,1100,2576,1024,0
30000,1,2,1,53,0,0,0,0,0,29557,30091,28247,28884,29523,1427,2973,1500,1100,2000,0
6.00E+05,1,1,1,53,2,2,2,0,0,458652,467150,458862,469703,447130,17000,0,18000,16000,16000,1
80000,1,1,1,60,0,0,0,0,0,49246,53315,47740,50100,0,5000,3300,6267,0,0,0
270000,1,1,1,61,0,0,0,0,0,15194,16934,18533,8855,3140,2000,2000,2000,1000,2000,0
30000,1,3,2,56,0,0,0,0,0,32758,33720,32779,31557,30094,1521,1580,1358,895,1217,0
20000,2,2,2,22,1,2,0,0,2,9498,9202,10741,12326,11888,0,2000,1800,0,900,1
20000,2,1,2,23,2,0,0,0,0,19175,19889,17703,18690,19065,1575,1400,1300,643,862,0
90000,1,3,1,56,2,0,0,2,2,48900,37039,36334,34214,30789,2000,4000,1100,0,1050,1
160000,1,2,1,59,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0
30000,2,1,1,45,2,0,0,0,0,26155,27196,28445,26766,27152,1482,1731,1742,1128,1800,1
50000,2,3,3,49,0,0,0,0,0,49402,50361,48762,49671,22895,1800,2110,2010,1600,0,0
50000,2,2,2,34,0,0,0,0,0,47303,48427,48069,49081,48485,2807,3008,2812,2000,2000,0
30000,2,2,2,34,1,2,2,2,2,26330,25608,28781,28000,29779,0,3600,0,2524,0,0
30000,2,2,1,45,0,0,0,0,0,30788,30395,27294,27216,26432,1759,1762,1717,966,5739,1
5.00E+05,2,2,1,42,0,0,-2,-2,-2,149838,0,0,0,0,0,0,0,0,0,0
50000,2,2,1,41,1,2,2,2,2,24540,25330,26620,26889,26158,1500,2000,1000,0,2000,1
50000,2,2,1,36,0,0,0,0,0,49872,32918,33998,34852,14163,1600,2500,2000,1000,1000,0
50000,2,1,2,22,0,0,-2,-2,-2,2416,0,0,0,0,0,0,0,0,0,0
90000,2,2,2,26,0,0,0,0,0,45069,43310,40275,37800,37323,2000,2500,3000,3000,2000,0
30000,2,1,2,26,1,2,2,2,0,13890,15374,16141,15593,15908,2000,1300,0,564,1100,1
150000,2,3,1,43,0,0,0,0,0,125403,110822,107782,84743,78804,5018,5081,6041,3023,4049,0
50000,2,2,1,23,0,-1,0,0,0,14465,48796,50206,50831,42731,50295,2500,2031,1274,1500,0
70000,2,2,2,23,2,2,2,0,0,14871,17461,16892,18013,19315,2850,0,1400,1600,1000,1
80000,2,2,2,23,0,0,-2,-2,-2,68850,0,0,0,0,0,0,0,0,0,0
280000,2,1,2,29,-2,-2,-2,-2,-1,-11,-11,-11,-11,2572,0,0,0,2583,9566,0
