loan_amnt,int_rate,installment,home_ownership,annual_inc,verification_status,loan_status,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_amnt,collections_12_mths_ex_med,application_type,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_inq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,hardship_flag,debt_settlement_flag
12000,0.1308,273.53,RENT,87358.0,Not Verified,0,19.4,0,0,14,0,28117,26,w,11857.27,11857.27,264.81,264.81,142.73,122.08,0.0,273.53,0,Individual,0,45413,0,2,0,1,15.0,17296,63.0,1,1,10285,46.0,71100,1,0,1,2,3244.0,28883.0,49.3,0,152.0,188,10,10,0,10.0,10.0,0,4,4,7,10,6,12,20,4,14,0,1,100.0,0.0,0,0,98549,45413,57000,27449,N,N
22000,0.0819,448.09,MORTGAGE,60000.0,Verified,0,20.06,0,2,18,0,18175,46,w,21402.09,21402.09,876.16,876.16,597.91,278.25,0.0,448.09,0,Individual,0,253928,2,11,2,4,4.0,87718,106.0,0,1,15962,80.0,49500,4,8,6,5,15871.0,26325.0,40.8,0,154.0,235,23,4,6,32.0,0.0,0,2,2,4,8,19,6,21,2,18,0,2,100.0,33.3,0,0,288428,105893,44500,82528,N,N
10000,0.118,331.19,MORTGAGE,54000.0,Not Verified,0,26.02,0,0,17,0,18400,22,w,9767.14,9767.14,324.63,324.63,232.86,91.77,0.0,331.19,0,Individual,0,130247,0,2,2,3,11.0,22154,85.0,1,4,5313,74.0,28600,5,1,8,8,7662.0,1662.0,89.3,0,152.0,151,10,10,2,18.0,11.0,0,4,11,6,6,6,14,14,11,17,0,3,86.4,66.7,0,0,152634,40554,15500,26209,N,N
40000,0.1033,856.4,MORTGAGE,130000.0,Verified,0,17.45,0,0,14,0,46291,24,w,38971.46,38971.46,1666.89,1666.89,1028.54,638.35,0.0,856.4,0,Individual,0,230995,0,1,0,0,41.0,14333,49.0,0,1,7805,67.0,60800,0,3,1,2,16500.0,3830.0,88.4,0,94.0,148,20,20,3,32.0,11.0,0,7,11,7,9,5,12,16,11,14,0,0,100.0,85.7,0,0,264987,60624,33100,29083,N,N
16000,0.0646,490.1,MORTGAGE,150000.0,Source Verified,0,21.93,0,0,31,0,114409,56,w,15596.03,15596.03,478.62,478.62,403.97,74.65,0.0,490.1,0,Individual,0,441302,3,2,0,0,27.0,8970,28.0,3,5,15856,55.0,191700,1,1,1,6,14710.0,63693.0,57.7,0,161.0,277,3,3,3,3.0,11.0,0,15,20,20,30,11,28,42,20,31,0,3,100.0,50.0,0,0,549202,123379,150700,31902,N,N
25000,0.0756,778.35,MORTGAGE,80000.0,Source Verified,0,18.74,0,0,22,0,20643,40,w,23125.69,23125.69,2314.05,2314.05,1874.31,439.74,0.0,778.35,0,Individual,0,55872,1,1,0,1,24.0,20712,69.0,2,4,6521,49.0,53800,1,1,0,5,2661.0,13570.0,54.8,0,152.0,492,6,6,1,6.0,14.0,1,5,9,8,16,7,19,32,9,22,0,2,97.4,37.5,0,0,137692,41355,30000,29892,N,N
29000,0.0881,599.33,MORTGAGE,56000.0,Source Verified,0,22.03,0,1,16,0,28472,36,w,28224.32,28224.32,1212.86,1212.86,775.68,437.18,0.0,599.33,0,Individual,0,132062,1,3,1,2,5.0,2901,26.0,1,1,11493,36.0,76400,2,9,1,3,8254.0,23518.0,52.7,0,137.0,274,9,5,3,36.0,5.0,0,4,9,5,13,10,12,23,9,16,0,2,100.0,80.0,0,0,209976,31373,49700,11176,N,N
12000,0.0819,377.09,MORTGAGE,63000.0,Not Verified,0,38.3,0,0,11,0,7693,17,w,11108.37,11108.37,1120.35,1120.35,891.63,228.72,0.0,377.09,0,Individual,0,127323,1,3,1,2,5.0,47635,26.0,0,1,4094,23.0,38000,1,0,2,3,12732.0,25307.0,23.3,0,37.0,138,24,5,1,24.0,5.0,0,3,3,5,6,4,7,12,3,11,0,1,100.0,0.0,0,0,196801,55328,33000,75956,N,N
5000,0.1131,164.43,MORTGAGE,110000.0,Not Verified,0,7.22,0,0,10,0,14516,34,w,4644.76,4644.76,490.15,490.15,355.24,134.91,0.0,164.43,0,Individual,0,16543,0,1,0,3,14.0,2027,41.0,2,4,2496,58.0,23300,0,1,1,7,1654.0,6541.0,56.3,0,268.0,150,8,8,0,8.0,8.0,3,6,9,6,7,22,9,12,9,10,0,2,90.6,33.3,0,0,28300,16543,15200,5000,N,N
10000,0.1502,346.76,MORTGAGE,65000.0,Source Verified,0,10.76,0,0,10,1,9251,18,w,9554.04,9554.04,685.18,685.18,445.96,239.22,0.0,346.76,0,Individual,0,360409,0,1,0,1,15.0,14991,83.0,0,4,2453,73.0,15200,1,0,0,7,36041.0,2861.0,67.1,0,50.0,116,14,14,3,14.0,15.0,0,3,6,5,5,2,8,13,6,10,0,0,100.0,40.0,1,0,376830,24242,8700,18069,N,N
10000,0.1131,328.86,MORTGAGE,73000.0,Verified,0,21.77,0,0,11,0,11471,25,f,0.0,0.0,10062.83,10037.67,10000.0,62.83,0.0,75.4,0,Individual,0,42217,0,4,0,2,15.0,30746,43.0,0,3,6024,36.0,46000,0,8,0,5,3838.0,6244.0,63.3,0,167.0,171,14,14,0,18.0,15.0,0,2,4,2,6,10,7,15,4,11,0,0,100.0,50.0,0,0,117145,42217,17000,71145,N,N
2400,0.0819,75.42,MORTGAGE,49700.0,Verified,0,28.86,0,0,8,0,2534,10,f,2334.41,2334.41,74.33,74.33,65.59,8.74,0.0,75.42,0,Joint App,0,215947,0,3,0,2,15.0,50322,79.0,0,0,1315,69.0,13200,0,2,4,3,26993.0,1869.0,54.4,0,72.0,75,34,12,1,35.0,0.0,0,2,3,2,2,5,4,4,3,8,0,1,100.0,0.0,0,0,241840,52856,4100,63740,N,N
15000,0.0646,459.47,MORTGAGE,53000.0,Source Verified,0,27.47,0,0,9,0,10684,32,w,14240.52,14240.52,945.86,945.86,759.48,186.38,0.0,459.47,0,Joint App,0,129759,0,3,1,1,8.0,49150,71.0,0,0,8608,49.0,53100,0,10,0,2,14418.0,42416.0,20.1,0,141.0,167,27,8,5,27.0,18.0,0,4,4,5,9,15,5,12,4,9,0,1,100.0,20.0,0,0,193987,59834,53100,68887,N,N
12000,0.1502,285.61,OWN,75000.0,Verified,0,12.37,0,1,9,0,7792,28,w,11727.49,11727.49,561.21,561.21,272.51,288.7,0.0,285.61,0,Individual,0,27925,2,1,1,3,2.0,20133,101.0,2,3,1773,75.0,17300,0,14,5,6,3103.0,5595.0,38.5,0,133.0,90,2,2,0,2.0,2.0,1,6,8,6,6,19,8,9,8,9,0,3,96.3,16.7,0,0,37300,27925,9100,20000,N,N
10000,0.0702,308.87,MORTGAGE,59848.0,Not Verified,0,19.93,1,0,12,0,26450,25,w,9769.13,9769.13,304.97,304.97,230.87,74.1,0.0,308.87,0,Individual,0,170631,0,2,0,1,17.0,42439,91.0,1,2,4503,83.0,35700,3,4,1,4,14219.0,1147.0,80.6,0,162.0,140,11,11,4,56.0,11.0,1,2,6,2,3,10,8,11,6,12,0,1,76.0,50.0,0,0,220350,68889,5900,46903,N,N
40000,0.0819,814.7,MORTGAGE,130000.0,Source Verified,0,22.28,0,0,15,0,37701,28,w,38912.9,38912.9,1611.2,1611.2,1087.1,524.1,0.0,814.7,0,Individual,0,169798,1,3,1,1,0.0,18262,34.0,1,1,9085,56.0,46200,3,0,5,2,11320.0,4192.0,88.0,0,163.0,179,7,0,3,35.0,0.0,0,6,10,6,7,8,11,17,10,15,0,2,92.9,100.0,0,0,256100,55963,34900,53150,N,N
18000,0.0881,570.81,MORTGAGE,80000.0,Not Verified,0,19.61,0,0,20,0,12601,50,w,17561.34,17561.34,562.0,562.0,438.66,123.34,0.0,570.81,0,Individual,0,44600,1,2,1,2,12.0,31999,79.0,1,6,7601,48.0,53200,1,2,1,8,2347.0,24173.0,30.9,0,153.0,155,1,1,0,1.0,12.0,0,6,7,9,16,11,18,39,7,20,0,2,100.0,0.0,0,0,93787,44600,35000,40587,N,N
40000,0.1691,992.17,MORTGAGE,71000.0,Verified,0,10.72,0,0,6,0,8763,18,w,39136.96,39136.96,1946.76,1946.76,863.04,1083.72,0.0,992.17,0,Individual,2471,179055,0,1,0,1,24.0,17657,69.0,0,0,5158,71.0,11800,1,0,0,1,35811.0,3037.0,74.3,0,103.0,136,53,24,2,53.0,24.0,0,3,3,4,7,5,4,11,3,6,0,0,83.3,33.3,0,0,199194,26420,11800,25482,N,N
3000,0.1298,101.06,RENT,39500.0,Not Verified,0,11.49,0,1,14,0,3707,17,w,2791.94,2791.94,301.02,301.02,208.06,92.96,0.0,101.06,0,Individual,0,45530,0,11,0,1,14.0,41823,100.0,1,2,3557,93.0,7100,0,0,1,3,3502.0,3393.0,52.2,0,71.0,41,12,12,0,12.0,1.0,0,2,2,2,3,14,2,3,2,14,0,1,100.0,0.0,0,0,48915,45530,7100,41815,N,N
24000,0.1298,545.83,RENT,200000.0,Source Verified,0,13.65,3,0,9,0,13276,16,w,23424.44,23424.44,1074.35,1074.35,575.56,498.79,0.0,545.83,0,Individual,0,52957,0,4,0,0,31.0,39681,44.0,0,1,9832,48.0,19100,0,0,0,1,5884.0,5352.0,69.9,0,87.0,150,24,24,0,75.0,24.0,3,3,5,3,5,8,5,7,5,9,2,0,75.0,66.7,0,0,110329,52957,17800,91229,N,N
20000,0.0702,617.73,MORTGAGE,90000.0,Not Verified,0,25.28,0,0,14,0,2461,28,w,18489.01,18489.01,1845.39,1845.39,1510.99,334.4,0.0,617.73,0,Joint App,0,284067,0,3,0,2,16.0,83911,90.0,1,2,714,35.0,38500,1,1,2,5,20291.0,11225.0,12.3,0,151.0,142,9,9,2,34.0,12.0,0,3,5,4,9,9,10,17,5,14,0,2,96.4,0.0,0,0,350681,86372,12800,112858,N,N
14000,0.0819,439.94,RENT,66000.0,Not Verified,0,26.24,0,0,14,0,13187,15,w,13655.61,13655.61,433.57,433.57,344.39,89.18,0.0,439.94,0,Individual,0,89919,0,12,0,0,54.0,76732,70.0,1,1,8950,65.0,27500,0,0,1,1,6423.0,14313.0,48.0,0,90.0,75,12,12,0,12.0,12.0,0,2,2,2,2,12,2,3,2,14,0,1,100.0,50.0,0,0,137719,89919,27500,110219,N,N
6000,0.1298,202.11,RENT,71000.0,Not Verified,0,6.56,0,2,11,0,3790,17,w,5583.89,5583.89,630.13,630.13,416.11,214.02,0.0,202.11,0,Individual,2495,6439,2,1,0,0,51.0,2649,24.0,4,9,3457,22.0,17700,0,0,2,9,585.0,7943.0,30.3,0,51.0,270,2,2,0,2.0,2.0,0,1,3,4,7,1,10,16,3,11,0,4,94.1,25.0,0,0,28874,6439,11400,11174,N,N
6025,0.1298,202.95,RENT,67000.0,Source Verified,0,5.25,0,0,5,0,928,7,w,3544.52,3544.52,2600.16,2600.16,2480.48,119.68,0.0,202.95,0,Individual,0,9605,3,1,1,1,5.0,8677,93.0,4,4,430,79.0,2800,1,1,1,5,1921.0,1481.0,26.0,0,111.0,11,3,3,0,6.0,11.0,1,2,3,3,3,3,4,4,3,5,0,5,85.7,0.0,0,0,12144,9605,2000,9344,N,N
25000,0.1502,866.88,RENT,52000.0,Source Verified,0,9.16,0,0,7,0,4208,9,w,23317.22,23317.22,2579.78,2579.78,1682.78,897.0,0.0,866.88,0,Individual,0,13240,1,1,1,1,10.0,9032,90.0,1,3,2044,48.0,17700,0,0,0,4,1891.0,5476.0,37.1,0,10.0,52,5,5,0,5.0,17.0,0,3,4,3,3,1,6,8,4,7,0,2,88.9,0.0,0,0,27700,13240,8700,10000,N,N
15000,0.1502,357.01,RENT,35000.0,Source Verified,0,53.88,0,1,8,0,8777,19,w,14659.36,14659.36,688.99,688.99,340.64,348.35,0.0,357.01,0,Joint App,0,64557,2,3,1,3,3.0,55780,87.0,1,1,3218,66.0,19800,4,1,1,4,8070.0,8928.0,49.0,0,126.0,143,2,2,0,2.0,2.0,1,4,5,4,7,11,5,8,5,8,0,2,94.7,0.0,0,0,86479,64557,17500,66679,N,N
12000,0.1131,394.63,MORTGAGE,62500.0,Verified,0,15.32,0,0,10,0,10767,17,w,11147.42,11147.42,1206.51,1206.51,852.58,353.93,0.0,394.63,0,Joint App,0,337720,2,2,1,3,2.0,29690,87.0,1,4,5391,73.0,21400,2,0,4,8,33772.0,7726.0,53.2,0,172.0,118,6,2,2,6.0,9.0,0,2,4,4,5,7,7,8,4,10,0,3,88.2,50.0,0,0,355019,40457,16500,33966,N,N
6000,0.1356,203.79,RENT,50000.0,Not Verified,0,19.28,0,0,6,0,13936,9,w,5726.48,5726.48,403.06,403.06,273.52,129.54,0.0,203.79,0,Individual,0,26954,0,1,0,1,13.0,13018,87.0,0,1,8289,83.0,17600,1,0,0,2,4492.0,2063.0,85.6,0,13.0,357,20,13,0,20.0,13.0,0,2,4,3,3,1,5,8,4,6,0,0,100.0,66.7,0,0,32600,26954,14300,15000,N,N
16000,0.0756,498.15,RENT,66000.0,Source Verified,0,16.58,0,1,6,0,15239,21,w,15202.8,15202.8,1006.38,1006.38,797.2,209.18,0.0,498.15,0,Individual,0,33224,0,2,0,1,20.0,17985,74.0,0,0,1576,76.0,19600,0,18,3,1,6645.0,24.0,98.5,0,90.0,85,32,20,0,32.0,0.0,1,1,3,1,1,17,4,4,3,6,0,0,95.2,100.0,0,0,44013,33224,1600,24413,N,N
2500,0.1797,90.35,RENT,30000.0,Not Verified,0,27.0,0,1,4,0,1801,5,w,2393.38,2393.38,178.2,178.2,106.62,71.58,0.0,90.35,0,Individual,0,27606,1,1,0,1,18.0,25805,79.0,2,3,1101,75.0,4100,2,1,2,4,6902.0,2299.0,43.9,0,146.0,21,1,1,0,1.0,0.0,0,3,3,3,3,2,3,3,3,4,0,2,100.0,0.0,0,0,36619,27606,4100,32519,N,N
5000,0.1298,168.43,MORTGAGE,35000.0,Not Verified,0,15.05,0,0,13,0,5876,24,f,4770.07,4770.07,342.27,342.27,229.93,112.34,0.0,168.43,0,Individual,0,224651,3,9,2,2,2.0,53364,92.0,2,2,3215,78.0,18000,0,2,0,5,17281.0,12124.0,32.6,0,157.0,34,3,2,1,3.0,15.0,0,3,3,3,3,20,3,3,3,13,0,4,100.0,33.3,0,0,243388,59240,18000,57862,N,N
30000,0.0756,934.02,MORTGAGE,135000.0,Not Verified,0,28.06,0,2,21,0,138483,52,w,29254.98,29254.98,921.42,921.42,745.02,176.4,0.0,934.02,0,Individual,0,581545,2,4,1,1,8.0,31011,41.0,3,7,9000,33.0,243700,4,9,7,9,29077.0,49280.0,25.8,0,230.0,199,3,3,1,3.0,0.0,0,4,11,7,16,15,16,36,11,21,0,4,98.1,14.3,0,0,744201,169494,66400,76501,N,N
7000,0.0881,221.98,MORTGAGE,85000.0,Not Verified,0,20.98,0,0,14,1,11319,20,w,6657.57,6657.57,440.53,440.53,342.43,98.1,0.0,221.98,0,Individual,0,181806,2,3,1,2,2.0,43018,23.0,1,3,2574,26.0,40900,2,1,2,5,12986.0,22314.0,20.9,0,150.0,138,6,2,1,6.0,2.0,0,4,9,4,5,6,10,13,9,14,0,2,100.0,0.0,1,0,230184,54337,28200,56646,N,N
30000,0.29,952.26,MORTGAGE,25000.0,Verified,0,39.46,1,0,34,0,15647,44,w,29772.74,29772.74,903.93,903.93,227.26,676.67,0.0,952.26,0,Joint App,0,125583,0,29,0,0,42.0,75641,101.0,0,0,9121,91.0,24900,0,0,0,1,3694.0,7189.0,68.5,0,173.0,80,34,13,1,34.0,15.0,0,2,3,3,3,39,4,4,3,34,0,0,97.7,33.3,0,0,134484,91288,22800,74946,N,N
20000,0.1298,454.86,MORTGAGE,50000.0,Source Verified,0,15.84,0,0,11,0,9976,24,w,19276.65,19276.65,1350.16,1350.16,723.35,626.81,0.0,454.86,0,Individual,0,73917,1,1,1,2,2.0,7053,95.0,0,0,3366,49.0,27300,0,0,0,2,6720.0,9890.0,34.1,0,119.0,151,27,2,1,67.0,13.0,0,3,4,5,6,9,9,14,4,11,0,1,100.0,0.0,0,0,95836,17029,15000,7414,N,N
25000,0.118,553.59,MORTGAGE,96000.0,Not Verified,0,19.44,0,1,11,0,18279,15,w,24692.24,24692.24,537.2,537.2,307.76,229.44,0.0,553.59,0,Individual,160,260134,2,3,1,3,7.0,43343,76.0,3,4,10242,72.0,28800,0,3,1,7,23649.0,7182.0,65.0,0,34.0,240,3,3,2,23.0,5.0,0,2,5,3,3,4,7,9,5,11,0,4,100.0,33.3,0,0,294548,61622,20500,57198,N,N
18000,0.1797,650.48,RENT,55000.0,Not Verified,0,15.6,0,2,6,0,299,9,f,17619.07,17619.07,614.54,614.54,380.93,233.61,0.0,650.48,0,Individual,0,32232,0,2,0,3,15.0,31933,79.0,0,3,299,71.0,4700,11,1,3,6,5372.0,4401.0,6.4,0,21.0,47,19,15,0,19.0,4.0,0,1,1,4,6,3,4,6,1,6,0,0,100.0,0.0,0,0,45394,32232,4700,40694,N,N
20000,0.0819,628.49,MORTGAGE,90000.0,Not Verified,0,22.23,1,0,10,0,19922,22,w,18513.93,18513.93,1867.27,1867.27,1486.07,381.2,0.0,628.49,0,Individual,0,211999,0,4,0,1,17.0,38884,65.0,0,0,8716,73.0,20900,0,1,0,1,21200.0,439.0,97.2,0,141.0,235,69,17,4,69.0,17.0,0,2,3,2,7,6,4,12,3,10,0,0,86.4,100.0,0,0,275341,58806,15700,59441,N,N
35000,0.139,812.58,MORTGAGE,250000.0,Not Verified,0,16.58,0,1,7,0,150538,12,f,33689.01,33689.01,1658.52,1658.52,1310.99,347.53,0.0,812.58,0,Individual,0,547602,1,1,1,1,6.0,57313,94.0,0,0,48744,86.0,175150,0,0,2,1,78228.0,27100.0,80.0,0,87.0,189,31,6,3,75.0,4.0,0,4,5,5,5,4,5,7,5,7,0,1,100.0,25.0,0,0,592160,143776,108400,61010,N,N
11000,0.1033,356.65,MORTGAGE,80000.0,Source Verified,0,14.99,0,2,9,0,177,24,w,10738.04,10738.04,344.02,344.02,261.96,82.06,0.0,356.65,0,Individual,1975,25866,2,2,2,3,2.0,25689,59.0,3,7,177,49.0,9100,3,0,3,10,2874.0,8423.0,2.1,0,75.0,138,8,2,0,10.0,3.0,4,1,1,6,9,6,7,18,1,9,0,5,82.6,0.0,0,0,52450,25866,8600,43350,N,N
11500,0.1557,277.04,OWN,49920.0,Not Verified,0,28.17,0,0,17,0,22803,32,w,11372.17,11372.17,267.09,267.09,127.83,139.26,0.0,277.04,0,Individual,2963,216364,0,2,0,1,22.0,15405,65.0,2,6,4480,48.0,56200,4,3,4,8,12727.0,17107.0,47.8,0,168.0,188,12,12,1,13.0,1.0,0,7,12,8,9,12,14,19,12,17,0,2,100.0,25.0,0,0,258420,38208,32800,23740,N,N
35000,0.1691,1246.28,MORTGAGE,165000.0,Not Verified,1,27.16,0,2,16,0,66220,48,w,35000.0,35000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Individual,0,388400,2,2,0,2,17.0,42389,40.0,2,4,15368,49.0,117000,2,0,3,8,24275.0,42838.0,59.0,0,126.0,195,5,5,5,6.0,5.0,0,6,7,8,13,20,12,22,7,16,0,2,95.7,62.5,0,0,505620,111164,104400,89000,N,N
7000,0.0819,219.97,RENT,70000.0,Not Verified,0,5.66,0,2,10,1,6477,15,w,6654.43,6654.43,436.76,436.76,345.57,91.19,0.0,219.97,0,Individual,0,23615,1,5,3,4,4.0,17138,97.0,0,0,2985,81.0,11300,0,3,5,4,2362.0,15.0,99.5,0,96.0,163,41,4,0,51.0,1.0,0,1,4,1,2,8,5,7,4,10,0,3,100.0,100.0,1,0,29000,23615,3000,17700,N,N
30000,0.1356,691.23,MORTGAGE,98000.0,Verified,0,30.98,0,1,15,0,26288,32,w,29291.56,29291.56,1359.86,1359.86,708.44,651.42,0.0,691.23,0,Individual,0,232245,2,4,2,4,6.0,74150,81.0,2,5,18233,71.0,49300,5,5,3,9,15483.0,21716.0,52.6,0,135.0,257,5,5,3,5.0,5.0,8,6,8,8,11,10,10,18,8,15,0,4,68.8,25.0,0,0,401492,100438,45800,92092,N,N
10000,0.118,331.19,MORTGAGE,80000.0,Source Verified,0,13.26,0,0,8,0,18992,15,w,9532.0,9532.0,655.82,655.82,468.0,187.82,0.0,331.19,0,Individual,0,290039,3,1,0,2,13.0,2623,75.0,3,3,14292,53.0,37100,3,0,4,6,36255.0,13359.0,55.6,0,145.0,166,1,1,1,1.0,5.0,1,3,5,4,5,6,6,8,5,8,0,4,92.9,25.0,0,0,310520,21615,30100,3500,N,N
27000,0.118,597.88,RENT,73000.0,Source Verified,0,22.93,0,0,5,0,9548,30,w,25993.02,25993.02,1758.24,1758.24,1006.98,751.26,0.0,597.88,0,Individual,0,62204,0,2,0,1,15.0,52656,83.0,0,0,5731,54.0,25400,1,0,0,1,12441.0,15852.0,37.6,0,124.0,54,38,15,0,38.0,15.0,0,3,3,3,4,25,3,5,3,5,0,0,100.0,0.0,0,0,98004,62204,25400,72604,N,N
15000,0.1797,380.66,OWN,80000.0,Not Verified,0,17.21,0,0,7,0,2426,16,w,14843.97,14843.97,350.71,350.71,156.03,194.68,0.0,380.66,0,Individual,0,53476,0,2,1,1,10.0,51050,57.0,0,3,177,46.0,9800,0,2,2,4,7639.0,2193.0,12.3,0,120.0,35,14,10,0,24.0,2.0,1,2,3,2,2,11,5,5,3,7,0,1,93.8,0.0,0,0,72798,53476,2500,62998,N,N
10000,0.1992,264.5,MORTGAGE,70000.0,Not Verified,0,32.66,1,3,18,0,16416,25,w,9699.57,9699.57,782.43,782.43,300.43,482.0,0.0,264.5,0,Individual,710,176926,3,4,1,3,7.0,56443,78.0,3,7,4859,72.0,28500,2,5,7,10,9829.0,1886.0,84.4,0,203.0,205,3,3,3,4.0,1.0,0,2,7,3,3,9,13,13,8,18,0,4,96.0,66.7,0,0,209891,72859,12100,72387,N,N
20000,0.2437,579.67,RENT,40000.0,Not Verified,0,22.26,0,0,14,0,21944,14,w,19649.47,19649.47,1132.26,1132.26,350.53,781.73,0.0,579.67,0,Individual,0,24386,2,1,0,1,16.0,2442,98.0,3,6,4319,45.0,51900,1,0,3,7,1742.0,21785.0,41.3,0,16.0,41,5,5,0,5.0,0.0,0,7,12,7,7,1,13,13,12,14,0,3,100.0,28.6,0,0,54400,24386,37100,2500,N,N
13500,0.118,298.94,MORTGAGE,55000.0,Not Verified,0,36.7,0,0,16,0,6857,36,w,12997.12,12997.12,887.97,887.97,502.88,385.09,0.0,298.94,0,Individual,0,296318,0,8,1,1,11.0,98302,85.0,0,0,6857,59.0,33200,1,0,2,1,19755.0,22243.0,23.6,0,270.0,275,126,11,2,126.0,3.0,0,1,1,5,9,22,7,12,1,16,0,1,97.1,0.0,0,0,333696,105159,29100,95521,N,N
12000,0.1072,391.28,RENT,65000.0,Not Verified,0,29.06,0,1,8,0,9664,24,w,11715.92,11715.92,384.13,384.13,284.08,100.05,0.0,391.28,0,Individual,0,193611,0,4,0,3,16.0,183947,54.0,0,0,4663,55.0,17100,2,0,1,3,24201.0,6676.0,59.0,0,115.0,207,31,16,2,44.0,5.0,0,3,4,3,5,15,4,7,4,8,0,0,95.8,33.3,0,0,212610,193611,16300,195510,N,N
18000,0.1072,586.92,MORTGAGE,55000.0,Source Verified,0,22.47,0,0,6,0,17695,51,w,8629.32,8629.32,9807.11,9807.11,9370.68,436.43,0.0,586.92,0,Individual,0,694221,0,3,1,1,8.0,508038,105.0,0,0,10413,95.0,20100,0,3,3,2,115704.0,2405.0,88.0,0,155.0,82,54,8,1,54.0,8.0,0,2,2,2,2,48,2,2,2,6,0,2,100.0,100.0,0,0,558582,525733,20100,367967,N,N
8000,0.2089,300.95,RENT,35000.0,Verified,0,25.14,0,0,17,0,6238,18,w,7838.32,7838.32,291.67,291.67,161.68,129.99,0.0,300.95,0,Individual,0,27879,2,2,0,1,20.0,21641,80.0,4,8,2898,62.0,18300,0,0,1,9,1640.0,2904.0,61.3,0,28.0,65,3,3,0,3.0,12.0,0,3,7,5,5,2,15,16,7,17,0,4,100.0,40.0,0,0,45319,27879,7500,27019,N,N
6000,0.0646,183.79,OWN,45000.0,Not Verified,0,24.0,1,1,15,0,19727,33,w,5696.2,5696.2,365.43,365.43,303.8,61.63,0.0,183.79,0,Individual,926,23683,2,1,0,0,37.0,600,4.0,3,3,9676,39.0,38100,0,0,1,3,1579.0,7010.0,69.9,0,133.0,215,3,3,2,4.0,4.0,0,5,8,6,13,6,13,25,8,15,0,3,93.9,33.3,0,0,78449,20327,23300,14615,N,N
35000,0.2235,973.64,RENT,120000.0,Not Verified,0,9.07,0,1,7,0,50928,7,w,34350.48,34350.48,1903.82,1903.82,649.52,1254.3,0.0,973.64,0,Individual,0,59612,0,1,0,0,30.0,8684,65.0,0,5,38465,27.0,104900,1,0,3,5,8516.0,53972.0,19.5,0,30.0,44,14,14,0,14.0,6.0,0,5,5,6,6,1,6,6,5,7,0,0,100.0,33.3,0,0,118248,59612,104900,13348,N,N
20000,0.0702,617.73,RENT,81000.0,Not Verified,0,16.22,0,0,9,0,9982,17,w,18489.01,18489.01,1872.69,1872.69,1510.99,361.7,0.0,617.73,0,Individual,0,41232,0,2,2,2,10.0,31250,85.0,1,2,5400,56.0,37600,1,0,3,4,4581.0,26488.0,23.4,0,127.0,118,7,7,1,7.0,10.0,0,3,4,6,7,6,7,10,4,9,0,3,100.0,16.7,0,0,74334,41232,34600,36734,N,N
13500,0.0702,416.97,MORTGAGE,80000.0,Source Verified,0,18.29,0,1,19,0,10615,57,w,12822.03,12822.03,820.78,820.78,677.97,142.81,0.0,416.97,0,Individual,0,306499,2,12,2,3,6.0,86442,105.0,1,5,4673,86.0,23200,0,3,5,10,16132.0,3185.0,76.9,0,152.0,210,4,4,5,4.0,1.0,1,4,4,4,17,24,6,28,4,19,0,3,96.4,75.0,0,0,323971,97057,13800,85738,N,N
32000,0.124,718.31,MORTGAGE,90000.0,Source Verified,0,14.04,9,1,24,0,7866,59,w,31612.36,31612.36,696.27,696.27,387.64,308.63,0.0,718.31,0,Individual,0,361562,2,17,1,1,3.0,163683,137.0,0,0,3375,116.0,27800,4,1,7,2,15065.0,19934.0,28.3,0,235.0,234,35,3,4,35.0,3.0,10,3,3,6,11,43,6,12,3,24,9,2,80.8,16.7,0,0,337956,171549,27800,119884,N,N
31425,0.0819,987.51,MORTGAGE,81000.0,Source Verified,0,45.3,0,0,14,0,29605,24,w,30651.97,30651.97,973.21,973.21,773.03,200.18,0.0,987.51,0,Joint App,0,213478,1,5,0,3,16.0,62534,59.0,1,2,10779,54.0,64600,1,0,2,5,15248.0,22031.0,56.5,0,120.0,218,5,5,2,5.0,6.0,0,5,6,6,9,9,8,13,6,14,0,1,95.7,33.3,0,0,315253,92139,50600,105764,N,N
